nodeID,name,longitude,latitude,nodeCode
1,Border,-7.87411592995038,54.448005202956864,IE041
2,West,-9.039191489268706,53.646608474389225,IE042
3,Mid-West,-8.49672094783106,52.66701412325672,IE051
4,South-East,-7.09111318613422,52.44467363536415,IE052
5,South-West,-9.230325157867064,52.01076904395374,IE053
6,Dublin,-6.2421197721351565,53.39643494933857,IE061
7,Mid-East,-6.62495010966991,53.423867357600024,IE062
8,Midland,-7.515729238970985,53.31970165333306,IE063
