nodeID,name,longitude,latitude,nodeCode
1,Dibër,20.27326268936723,41.59966303882053,AL011
2,Durrës,19.673022197916506,41.46471239200847,AL012
3,Kukës,20.247819828762008,42.18693298360178,AL013
4,Lezhë,19.852072747174663,41.78481596049639,AL014
5,Shkodër,19.711659156434504,42.15668446021214,AL015
6,Elbasan,20.205453113683582,41.06652006548099,AL021
7,Tiranë,19.797466630341777,41.26502881272424,AL022
8,Berat,20.080693770311573,40.64408593258928,AL031
9,Fier,19.635668700422833,40.73965146776824,AL032
10,Gjirokastër,20.208506230760907,40.1875969469653,AL033
11,Korcë,20.662795263392653,40.629884957474964,AL034
12,Vlorë,19.79913385526316,40.166064276465086,AL035
