nodeID,name,longitude,latitude,nodeCode
1,Primorsko-goranska županija,14.64868898187084,45.30190460238877,HR031
2,Ličko-senjska županija,15.40983267520625,44.711764607840315,HR032
3,Zadarska županija,15.603491130786965,44.17834127154561,HR033
4,Šibensko-kninska županija,16.03660729545089,43.873479950595126,HR034
5,Splitsko-dalmatinska županija,16.541883256740423,43.32631241696773,HR035
6,Istarska županija,13.897036244948035,45.23608144392005,HR036
7,Dubrovačko-neretvanska županija,17.632532284269082,42.86566816924352,HR037
8,Grad Zagreb,16.02257103699206,45.82433817495375,HR041
9,Zagrebačka županija,16.07711878719254,45.76321475734064,HR042
10,Krapinsko-zagorska županija,15.920217259847718,46.078266419351024,HR043
11,Varaždinska županija,16.324952835301893,46.23235652992565,HR044
12,Koprivničko-križevačka županija,16.835002780011084,46.091839638968295,HR045
13,Međimurska županija,16.5354160340666,46.40360882982992,HR046
14,Bjelovarsko-bilogorska županija,16.971340889426834,45.728278464139265,HR047
15,Virovitičko-podravska županija,17.558340834624186,45.73523154979528,HR048
16,Požeško-slavonska županija,17.51888569883904,45.42230688474142,HR049
17,Brodsko-posavska županija,17.806623930374194,45.20509779865812,HR04A
18,Osječko-baranjska županija,18.43343853789876,45.58387411753863,HR04B
19,Vukovarsko-srijemska županija,18.89707274278971,45.17539817839717,HR04C
20,Karlovačka županija,15.492722212127978,45.31741011519655,HR04D
21,Sisačko-moslavačka županija,16.483785063504232,45.33962385711423,HR04E
