nodeID,name,longitude,latitude,nodeCode
1,Bihor,22.20998119841036,46.93734227989334,RO111
2,Bistriţa-Năsăud,24.5306405103173,47.22854602292987,RO112
3,Cluj,23.55800442821388,46.81993580836724,RO113
4,Maramureş,23.975804568413402,47.67784568640175,RO114
5,Satu Mare,22.883405666142707,47.6978702585208,RO115
6,Sălaj,23.143710502644563,47.19595402087815,RO116
7,Alba,23.476840166044774,46.153508600249424,RO121
8,Braşov,25.322671517273726,45.74385519174617,RO122
9,Covasna,26.03172346687102,45.93892049539035,RO123
10,Harghita,25.57992937441831,46.5434729128161,RO124
11,Mureş,24.699383224741446,46.582835294862065,RO125
12,Sibiu,24.294620043481427,45.85775526702082,RO126
13,Bacău,26.773476208403753,46.42232842906754,RO211
14,Botoşani,26.75203081951198,47.83986629540248,RO212
15,Iaşi,27.28370382610651,47.19425025493074,RO213
16,Neamţ,26.381391863098507,46.978067827385686,RO214
17,Suceava,25.742171996005435,47.517192841967706,RO215
18,Vaslui,27.75884529901126,46.51645309187119,RO216
19,Brăila,27.683061522735482,45.08821043634171,RO221
20,Buzău,26.769343789774343,45.25806118034482,RO222
21,Constanţa,28.24796792681375,44.29602775063165,RO223
22,Galaţi,27.791526070963137,45.79176274782702,RO224
23,Tulcea,28.82120646492688,45.063970828269355,RO225
24,Vrancea,26.995430395602703,45.7945033167005,RO226
25,Argeş,24.87083394888537,45.01663540367936,RO311
26,Călăraşi,26.935572971282017,44.28403849257919,RO312
27,Dâmboviţa,25.507749526497516,44.85244753965126,RO313
28,Giurgiu,25.869672254077162,44.1299616412935,RO314
29,Ialomiţa,27.188830119707454,44.615589200154396,RO315
30,Prahova,26.021339242985523,45.118000824045254,RO316
31,Teleorman,25.187117296522654,44.013332285328545,RO317
32,Bucureşti,26.100738090008097,44.422098993051534,RO321
33,Ilfov,26.15119470069714,44.54299929677592,RO322
34,Dolj,23.624630606452246,44.137107253713964,RO411
35,Gorj,23.328621438765435,45.0148141048454,RO412
36,Mehedinţi,22.789942996746905,44.60307761322801,RO413
37,Olt,24.445162669083675,44.238736484136304,RO414
38,Vâlcea,24.114662062290712,45.09659898244236,RO415
39,Arad,21.757980769905615,46.2630097239223,RO421
40,Caraş-Severin,22.016378123597814,45.15653669115161,RO422
41,Hunedoara,22.91931197973649,45.7254838624284,RO423
42,Timiş,21.362946522965004,45.75011657086838,RO424
