nodeID,name,longitude,latitude,nodeCode
1,Mittelburgenland,16.445312943653768,47.4951263168262,AT111
2,Nordburgenland,16.776388784086084,47.85766466258009,AT112
3,Südburgenland,16.246112395590846,47.150243923438694,AT113
4,Mostviertel-Eisenwurzen,15.007029788730447,48.06096032019994,AT121
5,Niederösterreich-Süd,15.912989400816496,47.78903697099989,AT122
6,Sankt Pölten,15.65533216516703,48.16944066390314,AT123
7,Waldviertel,15.310696675455944,48.63423140924101,AT124
8,Weinviertel,16.31608300100674,48.60402426454366,AT125
9,Wiener Umland/Nordteil,16.351661304609852,48.32329246763497,AT126
10,Wiener Umland/Südteil,16.491151302072733,48.06082136748594,AT127
11,Wien,16.385874620713903,48.18904810320594,AT130
12,Klagenfurt-Villach,14.009243667064055,46.60333941428987,AT211
13,Oberkärnten,13.305432305803512,46.844890410589265,AT212
14,Unterkärnten,14.578724733068647,46.766248256718285,AT213
15,Graz,15.347014817348223,47.12913513216533,AT221
16,Liezen,14.221794136017085,47.508089091187244,AT222
17,Östliche Obersteiermark,15.208278475454758,47.50362001713517,AT223
18,Oststeiermark,15.81152239804104,47.164972201067364,AT224
19,West- und Südsteiermark,15.240600434783813,46.879668839668355,AT225
20,Westliche Obersteiermark,14.382828290052181,47.16984808570659,AT226
21,Innviertel,13.386577062437896,48.24397604011581,AT311
22,Linz-Wels,14.124132876567662,48.226807948933946,AT312
23,Mühlviertel,14.337015860510954,48.49329647060179,AT313
24,Steyr-Kirchdorf,14.324102920776419,47.85302435779338,AT314
25,Traunviertel,13.690189794961604,47.82880743384075,AT315
26,Lungau,13.651477081137093,47.129157367116775,AT321
27,Pinzgau-Pongau,12.895495108797672,47.31396866642989,AT322
28,Salzburg und Umgebung,13.213755577360043,47.75206765144852,AT323
29,Außerfern,10.581914675574607,47.38413218375019,AT331
30,Innsbruck,11.34496062361658,47.20544660681759,AT332
31,Osttirol,12.52052521486467,46.89105392922116,AT333
32,Tiroler Oberland,10.688582365831127,47.062178795812216,AT334
33,Tiroler Unterland,11.994963066446443,47.38424172425213,AT335
34,Bludenz-Bregenzer Wald,9.95172917972875,47.14988700469982,AT341
35,Rheintal-Bodenseegebiet,9.720338097893029,47.398913006821644,AT342
