nodeID,name,longitude,latitude,nodeCode
1,Oslo,10.7143991220174,59.98094288384917,NO011
2,Akershus,11.128998364567217,59.98921958180743,NO012
3,Hedmark,11.457149269113009,61.410296796028575,NO021
4,Oppland,9.37887555494108,61.40996711838899,NO022
5,Østfold,11.352172584370837,59.381314660842165,NO031
6,Buskerud,9.096116792724699,60.291548225770725,NO032
7,Vestfold,10.138197728564439,59.30671568655913,NO033
8,Telemark,8.544732827116412,59.51635986963868,NO034
9,Aust-Agder,7.994286917213949,58.85480550857932,NO041
10,Vest-Agder,7.193938767796313,58.46634072409547,NO042
11,Rogaland,6.2533511383966855,59.134561233070784,NO043
12,Hordaland,6.195648001132523,60.282528094057604,NO051
13,Sogn og Fjordane,6.447862425789594,61.39208690818004,NO052
14,Møre og Romsdal,7.61248480719075,62.61407136496695,NO053
15,Trøndelag,11.30073233920215,63.743374774720785,NO060
16,Nordland,14.585137642362106,66.9005055669978,NO071
17,Troms,19.436480500261403,69.2672872143637,NO072
18,Finnmark,25.828745660971748,69.94041223702949,NO073
