nodeID,name,longitude,latitude,nodeCode
1,Põhja-Eesti,24.867537949352258,59.27231453959925,EE001
2,Lääne-Eesti,23.743668230009924,58.53285665630853,EE004
3,Kesk-Eesti,25.60388897598381,59.05656368034006,EE006
4,Kirde-Eesti,27.314068649257838,59.20439462005631,EE007
5,Lõuna-Eesti,26.460202187646896,58.2254540992776,EE008
