nodeID_from,nodeID_to,country_ISO3,country_name,weight
1,1,FRA,France,142004
1,2,FRA,France,22870
1,3,FRA,France,33404
1,4,FRA,France,27502
1,5,FRA,France,65581
1,6,FRA,France,42891
1,7,FRA,France,44354
1,8,FRA,France,28496
1,9,FRA,France,8074
1,10,FRA,France,11073
1,11,FRA,France,7579
1,12,FRA,France,12654
1,13,FRA,France,8666
1,14,FRA,France,11279
1,15,FRA,France,9892
1,16,FRA,France,7772
1,17,FRA,France,6039
1,18,FRA,France,9601
1,19,FRA,France,6552
1,20,FRA,France,5237
1,21,FRA,France,3661
1,22,FRA,France,5982
1,23,FRA,France,10895
1,24,FRA,France,6866
1,25,FRA,France,7612
1,26,FRA,France,8563
1,27,FRA,France,9312
1,28,FRA,France,8637
1,29,FRA,France,3658
1,30,FRA,France,5750
1,31,FRA,France,12360
1,32,FRA,France,6883
1,33,FRA,France,9590
1,34,FRA,France,5982
1,35,FRA,France,3929
1,36,FRA,France,8401
1,37,FRA,France,10509
1,38,FRA,France,4431
1,39,FRA,France,7368
1,40,FRA,France,3977
1,41,FRA,France,6196
1,42,FRA,France,4393
1,43,FRA,France,14452
1,44,FRA,France,9694
1,45,FRA,France,6809
1,46,FRA,France,7998
1,47,FRA,France,6932
1,48,FRA,France,8015
1,49,FRA,France,9262
1,50,FRA,France,13254
1,51,FRA,France,9945
1,52,FRA,France,6946
1,53,FRA,France,15534
1,54,FRA,France,8871
1,55,FRA,France,6222
1,56,FRA,France,12488
1,57,FRA,France,7290
1,58,FRA,France,6520
1,59,FRA,France,8261
1,60,FRA,France,7528
1,61,FRA,France,9508
1,62,FRA,France,6003
1,63,FRA,France,8829
1,64,FRA,France,6888
1,65,FRA,France,8406
1,66,FRA,France,13102
1,67,FRA,France,6846
1,68,FRA,France,7628
1,69,FRA,France,6437
1,70,FRA,France,7170
1,71,FRA,France,14546
1,72,FRA,France,7363
1,73,FRA,France,8198
1,74,FRA,France,6570
1,75,FRA,France,6980
1,76,FRA,France,5929
1,77,FRA,France,6046
1,78,FRA,France,6494
1,79,FRA,France,4986
1,80,FRA,France,8242
1,81,FRA,France,6504
1,82,FRA,France,6678
1,83,FRA,France,7909
1,84,FRA,France,8999
1,85,FRA,France,6492
1,86,FRA,France,18179
1,87,FRA,France,9153
1,88,FRA,France,11302
1,89,FRA,France,7293
1,90,FRA,France,8462
1,91,FRA,France,15263
1,92,FRA,France,14236
1,93,FRA,France,9918
1,94,FRA,France,8797
1,95,FRA,France,13788
1,96,FRA,France,12033
1,97,FRA,France,14331
1,98,FRA,France,13169
1,99,FRA,France,9033
1,100,FRA,France,4769
1,101,FRA,France,3303
2,1,FRA,France,22870
2,2,FRA,France,173114
2,3,FRA,France,13371
2,4,FRA,France,29851
2,5,FRA,France,15972
2,6,FRA,France,28819
2,7,FRA,France,30182
2,8,FRA,France,17495
2,9,FRA,France,6693
2,10,FRA,France,8280
2,11,FRA,France,6017
2,12,FRA,France,6000
2,13,FRA,France,6376
2,14,FRA,France,14336
2,15,FRA,France,5585
2,16,FRA,France,7109
2,17,FRA,France,4176
2,18,FRA,France,21345
2,19,FRA,France,3741
2,20,FRA,France,3864
2,21,FRA,France,3326
2,22,FRA,France,3789
2,23,FRA,France,5309
2,24,FRA,France,4392
2,25,FRA,France,4838
2,26,FRA,France,5965
2,27,FRA,France,4645
2,28,FRA,France,4198
2,29,FRA,France,3365
2,30,FRA,France,12088
2,31,FRA,France,13554
2,32,FRA,France,5289
2,33,FRA,France,3869
2,34,FRA,France,3451
2,35,FRA,France,4387
2,36,FRA,France,14812
2,37,FRA,France,10099
2,38,FRA,France,4767
2,39,FRA,France,4271
2,40,FRA,France,4183
2,41,FRA,France,3759
2,42,FRA,France,3752
2,43,FRA,France,5325
2,44,FRA,France,4567
2,45,FRA,France,3901
2,46,FRA,France,5243
2,47,FRA,France,5655
2,48,FRA,France,5213
2,49,FRA,France,4425
2,50,FRA,France,5191
2,51,FRA,France,5161
2,52,FRA,France,4951
2,53,FRA,France,6408
2,54,FRA,France,5768
2,55,FRA,France,4473
2,56,FRA,France,5046
2,57,FRA,France,4976
2,58,FRA,France,5062
2,59,FRA,France,4894
2,60,FRA,France,4356
2,61,FRA,France,6262
2,62,FRA,France,4160
2,63,FRA,France,5001
2,64,FRA,France,5234
2,65,FRA,France,5151
2,66,FRA,France,6846
2,67,FRA,France,4034
2,68,FRA,France,6202
2,69,FRA,France,4390
2,70,FRA,France,4353
2,71,FRA,France,5924
2,72,FRA,France,4372
2,73,FRA,France,5463
2,74,FRA,France,4300
2,75,FRA,France,4486
2,76,FRA,France,4832
2,77,FRA,France,4602
2,78,FRA,France,4194
2,79,FRA,France,3135
2,80,FRA,France,4465
2,81,FRA,France,4005
2,82,FRA,France,3828
2,83,FRA,France,3994
2,84,FRA,France,4078
2,85,FRA,France,3518
2,86,FRA,France,5522
2,87,FRA,France,4834
2,88,FRA,France,5574
2,89,FRA,France,4550
2,90,FRA,France,4874
2,91,FRA,France,5932
2,92,FRA,France,5136
2,93,FRA,France,6110
2,94,FRA,France,4617
2,95,FRA,France,5991
2,96,FRA,France,5440
2,97,FRA,France,21900
2,98,FRA,France,20237
2,99,FRA,France,10089
2,100,FRA,France,4964
2,101,FRA,France,4150
3,1,FRA,France,33404
3,2,FRA,France,13371
3,3,FRA,France,163449
3,4,FRA,France,21575
3,5,FRA,France,36240
3,6,FRA,France,15687
3,7,FRA,France,17878
3,8,FRA,France,30071
3,9,FRA,France,6045
3,10,FRA,France,31332
3,11,FRA,France,5920
3,12,FRA,France,7332
3,13,FRA,France,6623
3,14,FRA,France,8368
3,15,FRA,France,5236
3,16,FRA,France,5287
3,17,FRA,France,3785
3,18,FRA,France,6342
3,19,FRA,France,3835
3,20,FRA,France,3299
3,21,FRA,France,2771
3,22,FRA,France,4296
3,23,FRA,France,8102
3,24,FRA,France,5788
3,25,FRA,France,7299
3,26,FRA,France,19144
3,27,FRA,France,7973
3,28,FRA,France,5263
3,29,FRA,France,3033
3,30,FRA,France,4491
3,31,FRA,France,10542
3,32,FRA,France,4918
3,33,FRA,France,4347
3,34,FRA,France,3499
3,35,FRA,France,3094
3,36,FRA,France,5906
3,37,FRA,France,5877
3,38,FRA,France,3500
3,39,FRA,France,4205
3,40,FRA,France,3085
3,41,FRA,France,3557
3,42,FRA,France,3191
3,43,FRA,France,7442
3,44,FRA,France,6268
3,45,FRA,France,5218
3,46,FRA,France,6484
3,47,FRA,France,5447
3,48,FRA,France,6060
3,49,FRA,France,5707
3,50,FRA,France,7267
