nodeID_from,nodeID_to,country_ISO3,country_name,weight
1,1,ALB,Albania,6778387
1,2,ALB,Albania,308316
1,3,ALB,Albania,127895
1,4,ALB,Albania,156485
1,5,ALB,Albania,68877
1,6,ALB,Albania,54799
1,7,ALB,Albania,327145
1,8,ALB,Albania,32064
1,9,ALB,Albania,39395
1,10,ALB,Albania,45781
1,11,ALB,Albania,36100
1,12,ALB,Albania,52946
2,1,ALB,Albania,308316
2,2,ALB,Albania,1716808
2,3,ALB,Albania,252358
2,4,ALB,Albania,216101
2,5,ALB,Albania,102996
2,6,ALB,Albania,147435
2,7,ALB,Albania,274742
2,8,ALB,Albania,127951
2,9,ALB,Albania,102874
2,10,ALB,Albania,151590
2,11,ALB,Albania,116112
2,12,ALB,Albania,124478
3,1,ALB,Albania,127895
3,2,ALB,Albania,252358
3,3,ALB,Albania,12932396
3,4,ALB,Albania,133335
3,5,ALB,Albania,155952
3,6,ALB,Albania,52329
3,7,ALB,Albania,445850
3,8,ALB,Albania,40421
3,9,ALB,Albania,50275
3,10,ALB,Albania,58968
3,11,ALB,Albania,42226
3,12,ALB,Albania,59079
4,1,ALB,Albania,156485
4,2,ALB,Albania,216101
4,3,ALB,Albania,133335
4,4,ALB,Albania,7131087
4,5,ALB,Albania,523769
4,6,ALB,Albania,44931
4,7,ALB,Albania,282948
4,8,ALB,Albania,35457
4,9,ALB,Albania,44513
4,10,ALB,Albania,58532
4,11,ALB,Albania,45270
4,12,ALB,Albania,72837
5,1,ALB,Albania,68877
5,2,ALB,Albania,102996
5,3,ALB,Albania,155952
5,4,ALB,Albania,523769
5,5,ALB,Albania,5182109
5,6,ALB,Albania,48467
5,7,ALB,Albania,206920
5,8,ALB,Albania,40491
5,9,ALB,Albania,44117
5,10,ALB,Albania,56425
5,11,ALB,Albania,47809
5,12,ALB,Albania,68282
6,1,ALB,Albania,54799
6,2,ALB,Albania,147435
6,3,ALB,Albania,52329
6,4,ALB,Albania,44931
6,5,ALB,Albania,48467
6,6,ALB,Albania,2588872
6,7,ALB,Albania,201688
6,8,ALB,Albania,104064
6,9,ALB,Albania,106741
6,10,ALB,Albania,60583
6,11,ALB,Albania,138810
6,12,ALB,Albania,81669
7,1,ALB,Albania,327145
7,2,ALB,Albania,274742
7,3,ALB,Albania,445850
7,4,ALB,Albania,282948
7,5,ALB,Albania,206920
7,6,ALB,Albania,201688
7,7,ALB,Albania,687598
7,8,ALB,Albania,215217
7,9,ALB,Albania,176012
7,10,ALB,Albania,416672
7,11,ALB,Albania,236013
7,12,ALB,Albania,249792
8,1,ALB,Albania,32064
8,2,ALB,Albania,127951
8,3,ALB,Albania,40421
8,4,ALB,Albania,35457
8,5,ALB,Albania,40491
8,6,ALB,Albania,104064
8,7,ALB,Albania,215217
8,8,ALB,Albania,4336770
8,9,ALB,Albania,230591
8,10,ALB,Albania,121752
8,11,ALB,Albania,57143
8,12,ALB,Albania,147868
9,1,ALB,Albania,39395
9,2,ALB,Albania,102874
9,3,ALB,Albania,50275
9,4,ALB,Albania,44513
9,5,ALB,Albania,44117
9,6,ALB,Albania,106741
9,7,ALB,Albania,176012
9,8,ALB,Albania,230591
9,9,ALB,Albania,1833389
9,10,ALB,Albania,133530
9,11,ALB,Albania,52252
9,12,ALB,Albania,202892
10,1,ALB,Albania,45781
10,2,ALB,Albania,151590
10,3,ALB,Albania,58968
10,4,ALB,Albania,58532
10,5,ALB,Albania,56425
10,6,ALB,Albania,60583
10,7,ALB,Albania,416672
10,8,ALB,Albania,121752
10,9,ALB,Albania,133530
10,10,ALB,Albania,17227532
10,11,ALB,Albania,96718
10,12,ALB,Albania,672714
11,1,ALB,Albania,36100
11,2,ALB,Albania,116112
11,3,ALB,Albania,42226
11,4,ALB,Albania,45270
11,5,ALB,Albania,47809
11,6,ALB,Albania,138810
11,7,ALB,Albania,236013
11,8,ALB,Albania,57143
11,9,ALB,Albania,52252
11,10,ALB,Albania,96718
11,11,ALB,Albania,4225596
11,12,ALB,Albania,81617
12,1,ALB,Albania,52946
12,2,ALB,Albania,124478
12,3,ALB,Albania,59079
12,4,ALB,Albania,72837
12,5,ALB,Albania,68282
12,6,ALB,Albania,81669
12,7,ALB,Albania,249792
12,8,ALB,Albania,147868
12,9,ALB,Albania,202892
12,10,ALB,Albania,672714
12,11,ALB,Albania,81617
12,12,ALB,Albania,4128481
